Date,Visitor/Neutral,PTS,Home/Neutral,PTS,Winner Name,Loser Name,Winner,Loser
Mon Jan 23 2017,New York Knicks,109,Indiana Pacers,103,New York Knicks,Indiana Pacers,NYK,IND
Mon Jan 23 2017,Golden State Warriors,102,Miami Heat,105,Miami Heat,Golden State Warriors,MIA,GSW
Mon Jan 23 2017,Houston Rockets,114,Milwaukee Bucks,127,Milwaukee Bucks,Houston Rockets,MIL,HOU
Mon Jan 23 2017,Cleveland Cavaliers,122,New Orleans Pelicans,124,New Orleans Pelicans,Cleveland Cavaliers,NOP,CLE
Mon Jan 23 2017,Oklahoma City Thunder,97,Utah Jazz,95,Oklahoma City Thunder,Utah Jazz,OKC,UTA
Tue Jan 24 2017,Utah Jazz,93,Denver Nuggets,103,Denver Nuggets,Utah Jazz,DEN,UTA
Tue Jan 24 2017,Chicago Bulls,100,Orlando Magic,92,Chicago Bulls,Orlando Magic,CHI,ORL
Tue Jan 24 2017,Los Angeles Clippers,110,Philadelphia 76ers,121,Philadelphia 76ers,Los Angeles Clippers,PHI,LAC
Tue Jan 24 2017,Minnesota Timberwolves,112,Phoenix Suns,111,Minnesota Timberwolves,Phoenix Suns,MIN,PHX
Tue Jan 24 2017,San Antonio Spurs,108,Toronto Raptors,106,San Antonio Spurs,Toronto Raptors,SAS,TOR
Tue Jan 24 2017,Boston Celtics,108,Washington Wizards,123,Washington Wizards,Boston Celtics,WAS,BOS
Wed Jan 25 2017,Houston Rockets,109,Boston Celtics,120,Boston Celtics,Houston Rockets,BOS,HOU
Wed Jan 25 2017,Miami Heat,109,Brooklyn Nets,106,Miami Heat,Brooklyn Nets,MIA,BKN
Wed Jan 25 2017,Atlanta Hawks,119,Chicago Bulls,114,Atlanta Hawks,Chicago Bulls,ATL,CHI
Wed Jan 25 2017,Golden State Warriors,113,Charlotte Hornets,103,Golden State Warriors,Charlotte Hornets,GSW,CHA
Wed Jan 25 2017,Sacramento Kings,116,Cleveland Cavaliers,112,Sacramento Kings,Cleveland Cavaliers,SAC,CLE
Wed Jan 25 2017,New York Knicks,95,Dallas Mavericks,103,Dallas Mavericks,New York Knicks,DAL,NYK
Wed Jan 25 2017,Toronto Raptors,99,Memphis Grizzlies,101,Memphis Grizzlies,Toronto Raptors,MEM,TOR
Wed Jan 25 2017,Philadelphia 76ers,114,Milwaukee Bucks,109,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL
Wed Jan 25 2017,Oklahoma City Thunder,114,New Orleans Pelicans,105,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP
Wed Jan 25 2017,Los Angeles Lakers,98,Portland Trail Blazers,105,Portland Trail Blazers,Los Angeles Lakers,POR,LAL
Thu Jan 26 2017,Phoenix Suns,120,Denver Nuggets,127,Denver Nuggets,Phoenix Suns,DEN,PHX
Thu Jan 26 2017,Indiana Pacers,109,Minnesota Timberwolves,103,Indiana Pacers,Minnesota Timberwolves,IND,MIN
Thu Jan 26 2017,Dallas Mavericks,98,Oklahoma City Thunder,109,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL
Thu Jan 26 2017,Los Angeles Lakers,88,Utah Jazz,96,Utah Jazz,Los Angeles Lakers,UTA,LAL
Fri Jan 27 2017,Washington Wizards,112,Atlanta Hawks,86,Washington Wizards,Atlanta Hawks,WAS,ATL
Fri Jan 27 2017,Orlando Magic,98,Boston Celtics,128,Boston Celtics,Orlando Magic,BOS,ORL
Fri Jan 27 2017,Miami Heat,100,Chicago Bulls,88,Miami Heat,Chicago Bulls,MIA,CHI
Fri Jan 27 2017,Brooklyn Nets,116,Cleveland Cavaliers,124,Cleveland Cavaliers,Brooklyn Nets,CLE,BKN
Fri Jan 27 2017,Sacramento Kings,111,Indiana Pacers,115,Indiana Pacers,Sacramento Kings,IND,SAC
Fri Jan 27 2017,San Antonio Spurs,103,New Orleans Pelicans,119,New Orleans Pelicans,San Antonio Spurs,NOP,SAS
Fri Jan 27 2017,Charlotte Hornets,107,New York Knicks,110,New York Knicks,Charlotte Hornets,NYK,CHA
Fri Jan 27 2017,Houston Rockets,123,Philadelphia 76ers,118,Houston Rockets,Philadelphia 76ers,HOU,PHI
Fri Jan 27 2017,Memphis Grizzlies,109,Portland Trail Blazers,112,Portland Trail Blazers,Memphis Grizzlies,POR,MEM
Fri Jan 27 2017,Milwaukee Bucks,86,Toronto Raptors,102,Toronto Raptors,Milwaukee Bucks,TOR,MIL
Sat Jan 28 2017,Sacramento Kings,109,Charlotte Hornets,106,Sacramento Kings,Charlotte Hornets,SAC,CHA
Sat Jan 28 2017,Los Angeles Clippers,98,Golden State Warriors,144,Golden State Warriors,Los Angeles Clippers,GSW,LAC
Sat Jan 28 2017,Detroit Pistons,103,Miami Heat,116,Miami Heat,Detroit Pistons,MIA,DET
Sat Jan 28 2017,Boston Celtics,112,Milwaukee Bucks,108,Boston Celtics,Milwaukee Bucks,BOS,MIL
Sat Jan 28 2017,Brooklyn Nets,109,Minnesota Timberwolves,129,Minnesota Timberwolves,Brooklyn Nets,MIN,BKN
Sat Jan 28 2017,Denver Nuggets,123,Phoenix Suns,112,Denver Nuggets,Phoenix Suns,DEN,PHX
Sat Jan 28 2017,Memphis Grizzlies,102,Utah Jazz,95,Memphis Grizzlies,Utah Jazz,MEM,UTA
Sun Jan 29 2017,New York Knicks,139,Atlanta Hawks,142,Atlanta Hawks,New York Knicks,ATL,NYK
Sun Jan 29 2017,Philadelphia 76ers,108,Chicago Bulls,121,Chicago Bulls,Philadelphia 76ers,CHI,PHI
Sun Jan 29 2017,Oklahoma City Thunder,91,Cleveland Cavaliers,107,Cleveland Cavaliers,Oklahoma City Thunder,CLE,OKC
Sun Jan 29 2017,Houston Rockets,101,Indiana Pacers,120,Indiana Pacers,Houston Rockets,IND,HOU
Sun Jan 29 2017,Washington Wizards,107,New Orleans Pelicans,94,Washington Wizards,New Orleans Pelicans,WAS,NOP
Sun Jan 29 2017,Golden State Warriors,113,Portland Trail Blazers,111,Golden State Warriors,Portland Trail Blazers,GSW,POR
Sun Jan 29 2017,Dallas Mavericks,105,San Antonio Spurs,101,Dallas Mavericks,San Antonio Spurs,DAL,SAS
Sun Jan 29 2017,Orlando Magic,114,Toronto Raptors,113,Orlando Magic,Toronto Raptors,ORL,TOR
Mon Jan 30 2017,Detroit Pistons,109,Boston Celtics,113,Boston Celtics,Detroit Pistons,BOS,DET
Mon Jan 30 2017,Cleveland Cavaliers,97,Dallas Mavericks,104,Dallas Mavericks,Cleveland Cavaliers,DAL,CLE
Mon Jan 30 2017,Brooklyn Nets,96,Miami Heat,104,Miami Heat,Brooklyn Nets,MIA,BKN
Mon Jan 30 2017,Orlando Magic,105,Minnesota Timberwolves,111,Minnesota Timberwolves,Orlando Magic,MIN,ORL
Mon Jan 30 2017,Sacramento Kings,119,Philadelphia 76ers,122,Philadelphia 76ers,Sacramento Kings,PHI,SAC
Mon Jan 30 2017,Memphis Grizzlies,115,Phoenix Suns,96,Memphis Grizzlies,Phoenix Suns,MEM,PHX
Tue Jan 31 2017,Sacramento Kings,83,Houston Rockets,105,Houston Rockets,Sacramento Kings,HOU,SAC
Tue Jan 31 2017,Denver Nuggets,116,Los Angeles Lakers,120,Los Angeles Lakers,Denver Nuggets,LAL,DEN
Tue Jan 31 2017,Charlotte Hornets,98,Portland Trail Blazers,115,Portland Trail Blazers,Charlotte Hornets,POR,CHA
Tue Jan 31 2017,Oklahoma City Thunder,94,San Antonio Spurs,108,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC
Tue Jan 31 2017,New Orleans Pelicans,106,Toronto Raptors,108,Toronto Raptors,New Orleans Pelicans,TOR,NOP
Tue Jan 31 2017,New York Knicks,101,Washington Wizards,117,Washington Wizards,New York Knicks,WAS,NYK
Wed Feb 1 2017,Toronto Raptors,104,Boston Celtics,109,Boston Celtics,Toronto Raptors,BOS,TOR
Wed Feb 1 2017,New York Knicks,95,Brooklyn Nets,90,New York Knicks,Brooklyn Nets,NYK,BKN
Wed Feb 1 2017,Minnesota Timberwolves,97,Cleveland Cavaliers,125,Cleveland Cavaliers,Minnesota Timberwolves,CLE,MIN
Wed Feb 1 2017,Philadelphia 76ers,95,Dallas Mavericks,113,Dallas Mavericks,Philadelphia 76ers,DAL,PHI
Wed Feb 1 2017,Memphis Grizzlies,119,Denver Nuggets,99,Memphis Grizzlies,Denver Nuggets,MEM,DEN
Wed Feb 1 2017,New Orleans Pelicans,98,Detroit Pistons,118,Detroit Pistons,New Orleans Pelicans,DET,NOP
Wed Feb 1 2017,Charlotte Hornets,111,Golden State Warriors,126,Golden State Warriors,Charlotte Hornets,GSW,CHA
Wed Feb 1 2017,Atlanta Hawks,93,Miami Heat,116,Miami Heat,Atlanta Hawks,MIA,ATL
Wed Feb 1 2017,Chicago Bulls,128,Oklahoma City Thunder,100,Chicago Bulls,Oklahoma City Thunder,CHI,OKC
Wed Feb 1 2017,Indiana Pacers,98,Orlando Magic,88,Indiana Pacers,Orlando Magic,IND,ORL
Wed Feb 1 2017,Los Angeles Clippers,124,Phoenix Suns,114,Los Angeles Clippers,Phoenix Suns,LAC,PHX
Wed Feb 1 2017,Milwaukee Bucks,88,Utah Jazz,104,Utah Jazz,Milwaukee Bucks,UTA,MIL
Thu Feb 2 2017,Atlanta Hawks,113,Houston Rockets,108,Atlanta Hawks,Houston Rockets,ATL,HOU
Thu Feb 2 2017,Golden State Warriors,133,Los Angeles Clippers,120,Golden State Warriors,Los Angeles Clippers,GSW,LAC
Thu Feb 2 2017,Philadelphia 76ers,86,San Antonio Spurs,102,San Antonio Spurs,Philadelphia 76ers,SAS,PHI
Thu Feb 2 2017,Los Angeles Lakers,108,Washington Wizards,116,Washington Wizards,Los Angeles Lakers,WAS,LAL
Fri Feb 3 2017,Los Angeles Lakers,107,Boston Celtics,113,Boston Celtics,Los Angeles Lakers,BOS,LAL
Fri Feb 3 2017,Indiana Pacers,106,Brooklyn Nets,97,Indiana Pacers,Brooklyn Nets,IND,BKN
Fri Feb 3 2017,Milwaukee Bucks,117,Denver Nuggets,121,Denver Nuggets,Milwaukee Bucks,DEN,MIL
Fri Feb 3 2017,Minnesota Timberwolves,108,Detroit Pistons,116,Detroit Pistons,Minnesota Timberwolves,DET,MIN
Fri Feb 3 2017,Chicago Bulls,117,Houston Rockets,121,Houston Rockets,Chicago Bulls,HOU,CHI
Fri Feb 3 2017,Memphis Grizzlies,102,Oklahoma City Thunder,114,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM
Fri Feb 3 2017,Toronto Raptors,94,Orlando Magic,102,Orlando Magic,Toronto Raptors,ORL,TOR
Fri Feb 3 2017,Dallas Mavericks,108,Portland Trail Blazers,104,Dallas Mavericks,Portland Trail Blazers,DAL,POR
Fri Feb 3 2017,Phoenix Suns,105,Sacramento Kings,103,Phoenix Suns,Sacramento Kings,PHX,SAC
Sat Feb 4 2017,Orlando Magic,86,Atlanta Hawks,113,Atlanta Hawks,Orlando Magic,ATL,ORL
Sat Feb 4 2017,Detroit Pistons,84,Indiana Pacers,105,Indiana Pacers,Detroit Pistons,IND,DET
Sat Feb 4 2017,Philadelphia 76ers,102,Miami Heat,125,Miami Heat,Philadelphia 76ers,MIA,PHI
Sat Feb 4 2017,Memphis Grizzlies,107,Minnesota Timberwolves,99,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN
Sat Feb 4 2017,Cleveland Cavaliers,111,New York Knicks,104,Cleveland Cavaliers,New York Knicks,CLE,NYK
Sat Feb 4 2017,Milwaukee Bucks,137,Phoenix Suns,112,Milwaukee Bucks,Phoenix Suns,MIL,PHX
Sat Feb 4 2017,Golden State Warriors,106,Sacramento Kings,109,Sacramento Kings,Golden State Warriors,SAC,GSW
Sat Feb 4 2017,Denver Nuggets,97,San Antonio Spurs,121,San Antonio Spurs,Denver Nuggets,SAS,DEN
Sat Feb 4 2017,Charlotte Hornets,98,Utah Jazz,105,Utah Jazz,Charlotte Hornets,UTA,CHA
Sat Feb 4 2017,New Orleans Pelicans,91,Washington Wizards,105,Washington Wizards,New Orleans Pelicans,WAS,NOP
Sun Feb 5 2017,Los Angeles Clippers,102,Boston Celtics,107,Boston Celtics,Los Angeles Clippers,BOS,LAC
Sun Feb 5 2017,Toronto Raptors,103,Brooklyn Nets,95,Toronto Raptors,Brooklyn Nets,TOR,BKN
Sun Feb 5 2017,Portland Trail Blazers,99,Oklahoma City Thunder,105,Oklahoma City Thunder,Portland Trail Blazers,OKC,POR
Mon Feb 6 2017,Utah Jazz,120,Atlanta Hawks,95,Utah Jazz,Atlanta Hawks,UTA,ATL
Mon Feb 6 2017,Dallas Mavericks,87,Denver Nuggets,110,Denver Nuggets,Dallas Mavericks,DEN,DAL
Mon Feb 6 2017,Philadelphia 76ers,96,Detroit Pistons,113,Detroit Pistons,Philadelphia 76ers,DET,PHI
Mon Feb 6 2017,Oklahoma City Thunder,90,Indiana Pacers,93,Indiana Pacers,Oklahoma City Thunder,IND,OKC
Mon Feb 6 2017,San Antonio Spurs,74,Memphis Grizzlies,89,Memphis Grizzlies,San Antonio Spurs,MEM,SAS
Mon Feb 6 2017,Miami Heat,115,Minnesota Timberwolves,113,Miami Heat,Minnesota Timberwolves,MIA,MIN
Mon Feb 6 2017,Phoenix Suns,106,New Orleans Pelicans,111,New Orleans Pelicans,Phoenix Suns,NOP,PHX
Mon Feb 6 2017,Los Angeles Lakers,121,New York Knicks,107,Los Angeles Lakers,New York Knicks,LAL,NYK
Mon Feb 6 2017,Chicago Bulls,112,Sacramento Kings,107,Chicago Bulls,Sacramento Kings,CHI,SAC
Mon Feb 6 2017,Los Angeles Clippers,109,Toronto Raptors,118,Toronto Raptors,Los Angeles Clippers,TOR,LAC
Mon Feb 6 2017,Cleveland Cavaliers,140,Washington Wizards,135,Cleveland Cavaliers,Washington Wizards,CLE,WAS
Tue Feb 7 2017,Brooklyn Nets,107,Charlotte Hornets,111,Charlotte Hornets,Brooklyn Nets,CHA,BKN
Tue Feb 7 2017,Portland Trail Blazers,114,Dallas Mavericks,113,Portland Trail Blazers,Dallas Mavericks,POR,DAL
Tue Feb 7 2017,Orlando Magic,104,Houston Rockets,128,Houston Rockets,Orlando Magic,HOU,ORL
Wed Feb 8 2017,Denver Nuggets,106,Atlanta Hawks,117,Atlanta Hawks,Denver Nuggets,ATL,DEN
Wed Feb 8 2017,Washington Wizards,114,Brooklyn Nets,110,Washington Wizards,Brooklyn Nets,WAS,BKN
Wed Feb 8 2017,Los Angeles Lakers,102,Detroit Pistons,121,Detroit Pistons,Los Angeles Lakers,DET,LAL
Wed Feb 8 2017,Chicago Bulls,92,Golden State Warriors,123,Golden State Warriors,Chicago Bulls,GSW,CHI
Wed Feb 8 2017,Cleveland Cavaliers,132,Indiana Pacers,117,Cleveland Cavaliers,Indiana Pacers,CLE,IND
Wed Feb 8 2017,Phoenix Suns,91,Memphis Grizzlies,110,Memphis Grizzlies,Phoenix Suns,MEM,PHX
Wed Feb 8 2017,Miami Heat,106,Milwaukee Bucks,88,Miami Heat,Milwaukee Bucks,MIA,MIL
Wed Feb 8 2017,Toronto Raptors,109,Minnesota Timberwolves,112,Minnesota Timberwolves,Toronto Raptors,MIN,TOR
Wed Feb 8 2017,Utah Jazz,127,New Orleans Pelicans,94,Utah Jazz,New Orleans Pelicans,UTA,NOP
Wed Feb 8 2017,Los Angeles Clippers,119,New York Knicks,115,Los Angeles Clippers,New York Knicks,LAC,NYK
Wed Feb 8 2017,San Antonio Spurs,111,Philadelphia 76ers,103,San Antonio Spurs,Philadelphia 76ers,SAS,PHI
Wed Feb 8 2017,Boston Celtics,92,Sacramento Kings,108,Sacramento Kings,Boston Celtics,SAC,BOS
Thu Feb 9 2017,Houston Rockets,107,Charlotte Hornets,95,Houston Rockets,Charlotte Hornets,HOU,CHA
Thu Feb 9 2017,Utah Jazz,105,Dallas Mavericks,112,Dallas Mavericks,Utah Jazz,DAL,UTA
Thu Feb 9 2017,Cleveland Cavaliers,109,Oklahoma City Thunder,118,Oklahoma City Thunder,Cleveland Cavaliers,OKC,CLE
Thu Feb 9 2017,Philadelphia 76ers,112,Orlando Magic,111,Philadelphia 76ers,Orlando Magic,PHI,ORL
Thu Feb 9 2017,Boston Celtics,120,Portland Trail Blazers,111,Boston Celtics,Portland Trail Blazers,BOS,POR
Fri Feb 10 2017,Miami Heat,108,Brooklyn Nets,99,Miami Heat,Brooklyn Nets,MIA,BKN
Fri Feb 10 2017,San Antonio Spurs,103,Detroit Pistons,92,San Antonio Spurs,Detroit Pistons,SAS,DET
Fri Feb 10 2017,Golden State Warriors,122,Memphis Grizzlies,107,Golden State Warriors,Memphis Grizzlies,GSW,MEM
Fri Feb 10 2017,Los Angeles Lakers,122,Milwaukee Bucks,114,Los Angeles Lakers,Milwaukee Bucks,LAL,MIL
Fri Feb 10 2017,New Orleans Pelicans,122,Minnesota Timberwolves,106,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN
Fri Feb 10 2017,Denver Nuggets,131,New York Knicks,123,Denver Nuggets,New York Knicks,DEN,NYK
Fri Feb 10 2017,Chicago Bulls,97,Phoenix Suns,115,Phoenix Suns,Chicago Bulls,PHX,CHI
Fri Feb 10 2017,Atlanta Hawks,107,Sacramento Kings,108,Sacramento Kings,Atlanta Hawks,SAC,ATL
Fri Feb 10 2017,Indiana Pacers,107,Washington Wizards,112,Washington Wizards,Indiana Pacers,WAS,IND
Sat Feb 11 2017,Los Angeles Clippers,107,Charlotte Hornets,102,Los Angeles Clippers,Charlotte Hornets,LAC,CHA
Sat Feb 11 2017,Denver Nuggets,109,Cleveland Cavaliers,125,Cleveland Cavaliers,Denver Nuggets,CLE,DEN
Sat Feb 11 2017,Orlando Magic,80,Dallas Mavericks,112,Dallas Mavericks,Orlando Magic,DAL,ORL
Sat Feb 11 2017,Phoenix Suns,102,Houston Rockets,133,Houston Rockets,Phoenix Suns,HOU,PHX
Sat Feb 11 2017,Milwaukee Bucks,116,Indiana Pacers,100,Milwaukee Bucks,Indiana Pacers,MIL,IND
Sat Feb 11 2017,Golden State Warriors,130,Oklahoma City Thunder,114,Golden State Warriors,Oklahoma City Thunder,GSW,OKC
Sat Feb 11 2017,Miami Heat,109,Philadelphia 76ers,117,Philadelphia 76ers,Miami Heat,PHI,MIA
Sat Feb 11 2017,Boston Celtics,112,Utah Jazz,104,Boston Celtics,Utah Jazz,BOS,UTA
Sun Feb 12 2017,Chicago Bulls,89,Minnesota Timberwolves,117,Minnesota Timberwolves,Chicago Bulls,MIN,CHI
Sun Feb 12 2017,San Antonio Spurs,90,New York Knicks,94,New York Knicks,San Antonio Spurs,NYK,SAS
Sun Feb 12 2017,New Orleans Pelicans,99,Sacramento Kings,105,Sacramento Kings,New Orleans Pelicans,SAC,NOP
Sun Feb 12 2017,Detroit Pistons,102,Toronto Raptors,101,Detroit Pistons,Toronto Raptors,DET,TOR
Mon Feb 13 2017,Memphis Grizzlies,112,Brooklyn Nets,103,Memphis Grizzlies,Brooklyn Nets,MEM,BKN
Mon Feb 13 2017,Philadelphia 76ers,105,Charlotte Hornets,99,Philadelphia 76ers,Charlotte Hornets,PHI,CHA
Mon Feb 13 2017,Boston Celtics,111,Dallas Mavericks,98,Boston Celtics,Dallas Mavericks,BOS,DAL
Mon Feb 13 2017,Golden State Warriors,110,Denver Nuggets,132,Denver Nuggets,Golden State Warriors,DEN,GSW
Mon Feb 13 2017,San Antonio Spurs,110,Indiana Pacers,106,San Antonio Spurs,Indiana Pacers,SAS,IND
Mon Feb 13 2017,Orlando Magic,116,Miami Heat,107,Orlando Magic,Miami Heat,ORL,MIA
Mon Feb 13 2017,Detroit Pistons,89,Milwaukee Bucks,102,Milwaukee Bucks,Detroit Pistons,MIL,DET
Mon Feb 13 2017,New Orleans Pelicans,110,Phoenix Suns,108,New Orleans Pelicans,Phoenix Suns,NOP,PHX
Mon Feb 13 2017,Atlanta Hawks,109,Portland Trail Blazers,104,Atlanta Hawks,Portland Trail Blazers,ATL,POR
Mon Feb 13 2017,Los Angeles Clippers,88,Utah Jazz,72,Los Angeles Clippers,Utah Jazz,LAC,UTA
Mon Feb 13 2017,Oklahoma City Thunder,98,Washington Wizards,120,Washington Wizards,Oklahoma City Thunder,WAS,OKC
Tue Feb 14 2017,Toronto Raptors,94,Chicago Bulls,105,Chicago Bulls,Toronto Raptors,CHI,TOR
Tue Feb 14 2017,Sacramento Kings,97,Los Angeles Lakers,96,Sacramento Kings,Los Angeles Lakers,SAC,LAL
Tue Feb 14 2017,Cleveland Cavaliers,116,Minnesota Timberwolves,108,Cleveland Cavaliers,Minnesota Timberwolves,CLE,MIN
Wed Feb 15 2017,Philadelphia 76ers,108,Boston Celtics,116,Boston Celtics,Philadelphia 76ers,BOS,PHI
Wed Feb 15 2017,Milwaukee Bucks,129,Brooklyn Nets,125,Milwaukee Bucks,Brooklyn Nets,MIL,BKN
Wed Feb 15 2017,Indiana Pacers,104,Cleveland Cavaliers,113,Cleveland Cavaliers,Indiana Pacers,CLE,IND
Wed Feb 15 2017,Minnesota Timberwolves,112,Denver Nuggets,99,Minnesota Timberwolves,Denver Nuggets,MIN,DEN
Wed Feb 15 2017,Dallas Mavericks,91,Detroit Pistons,98,Detroit Pistons,Dallas Mavericks,DET,DAL
Wed Feb 15 2017,Sacramento Kings,86,Golden State Warriors,109,Golden State Warriors,Sacramento Kings,GSW,SAC
Wed Feb 15 2017,Miami Heat,117,Houston Rockets,109,Miami Heat,Houston Rockets,MIA,HOU
Wed Feb 15 2017,Atlanta Hawks,84,Los Angeles Clippers,99,Los Angeles Clippers,Atlanta Hawks,LAC,ATL
Wed Feb 15 2017,New Orleans Pelicans,95,Memphis Grizzlies,91,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM
Wed Feb 15 2017,New York Knicks,105,Oklahoma City Thunder,116,Oklahoma City Thunder,New York Knicks,OKC,NYK
Wed Feb 15 2017,San Antonio Spurs,107,Orlando Magic,79,San Antonio Spurs,Orlando Magic,SAS,ORL
Wed Feb 15 2017,Los Angeles Lakers,101,Phoenix Suns,137,Phoenix Suns,Los Angeles Lakers,PHX,LAL
Wed Feb 15 2017,Charlotte Hornets,85,Toronto Raptors,90,Toronto Raptors,Charlotte Hornets,TOR,CHA
Wed Feb 15 2017,Portland Trail Blazers,88,Utah Jazz,111,Utah Jazz,Portland Trail Blazers,UTA,POR
Thu Feb 16 2017,Boston Celtics,103,Chicago Bulls,104,Chicago Bulls,Boston Celtics,CHI,BOS
Thu Feb 16 2017,Washington Wizards,111,Indiana Pacers,98,Washington Wizards,Indiana Pacers,WAS,IND
Thu Feb 23 2017,New York Knicks,104,Cleveland Cavaliers,119,Cleveland Cavaliers,New York Knicks,CLE,NYK
Thu Feb 23 2017,Charlotte Hornets,108,Detroit Pistons,114,Detroit Pistons,Charlotte Hornets,DET,CHA
Thu Feb 23 2017,Los Angeles Clippers,113,Golden State Warriors,123,Golden State Warriors,Los Angeles Clippers,GSW,LAC
Thu Feb 23 2017,Houston Rockets,129,New Orleans Pelicans,99,Houston Rockets,New Orleans Pelicans,HOU,NOP
Thu Feb 23 2017,Portland Trail Blazers,112,Orlando Magic,103,Portland Trail Blazers,Orlando Magic,POR,ORL
Thu Feb 23 2017,Denver Nuggets,100,Sacramento Kings,116,Sacramento Kings,Denver Nuggets,SAC,DEN
Fri Feb 24 2017,Miami Heat,108,Atlanta Hawks,90,Miami Heat,Atlanta Hawks,MIA,ATL
Fri Feb 24 2017,Phoenix Suns,121,Chicago Bulls,128,Chicago Bulls,Phoenix Suns,CHI,PHX
Fri Feb 24 2017,Brooklyn Nets,109,Denver Nuggets,129,Denver Nuggets,Brooklyn Nets,DEN,BKN
Fri Feb 24 2017,Memphis Grizzlies,92,Indiana Pacers,102,Indiana Pacers,Memphis Grizzlies,IND,MEM
Fri Feb 24 2017,San Antonio Spurs,105,Los Angeles Clippers,97,San Antonio Spurs,Los Angeles Clippers,SAS,LAC
Fri Feb 24 2017,Utah Jazz,109,Milwaukee Bucks,95,Utah Jazz,Milwaukee Bucks,UTA,MIL
Fri Feb 24 2017,Dallas Mavericks,84,Minnesota Timberwolves,97,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL
Fri Feb 24 2017,Los Angeles Lakers,93,Oklahoma City Thunder,110,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL
Fri Feb 24 2017,Washington Wizards,112,Philadelphia 76ers,120,Philadelphia 76ers,Washington Wizards,PHI,WAS
Fri Feb 24 2017,Boston Celtics,97,Toronto Raptors,107,Toronto Raptors,Boston Celtics,TOR,BOS
Sat Feb 25 2017,Chicago Bulls,117,Cleveland Cavaliers,99,Chicago Bulls,Cleveland Cavaliers,CHI,CLE
Sat Feb 25 2017,New Orleans Pelicans,83,Dallas Mavericks,96,Dallas Mavericks,New Orleans Pelicans,DAL,NOP
Sat Feb 25 2017,Brooklyn Nets,95,Golden State Warriors,112,Golden State Warriors,Brooklyn Nets,GSW,BKN
Sat Feb 25 2017,Minnesota Timberwolves,130,Houston Rockets,142,Houston Rockets,Minnesota Timberwolves,HOU,MIN
Sat Feb 25 2017,Indiana Pacers,95,Miami Heat,113,Miami Heat,Indiana Pacers,MIA,IND
Sat Feb 25 2017,Philadelphia 76ers,109,New York Knicks,110,New York Knicks,Philadelphia 76ers,NYK,PHI
Sat Feb 25 2017,Atlanta Hawks,86,Orlando Magic,105,Orlando Magic,Atlanta Hawks,ORL,ATL
Sat Feb 25 2017,Charlotte Hornets,99,Sacramento Kings,85,Charlotte Hornets,Sacramento Kings,CHA,SAC
Sun Feb 26 2017,Memphis Grizzlies,105,Denver Nuggets,98,Memphis Grizzlies,Denver Nuggets,MEM,DEN
Sun Feb 26 2017,Boston Celtics,104,Detroit Pistons,98,Boston Celtics,Detroit Pistons,BOS,DET
Sun Feb 26 2017,Charlotte Hornets,121,Los Angeles Clippers,124,Los Angeles Clippers,Charlotte Hornets,LAC,CHA
Sun Feb 26 2017,San Antonio Spurs,119,Los Angeles Lakers,98,San Antonio Spurs,Los Angeles Lakers,SAS,LAL
Sun Feb 26 2017,Phoenix Suns,96,Milwaukee Bucks,100,Milwaukee Bucks,Phoenix Suns,MIL,PHX
Sun Feb 26 2017,New Orleans Pelicans,110,Oklahoma City Thunder,118,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP
Sun Feb 26 2017,Portland Trail Blazers,106,Toronto Raptors,112,Toronto Raptors,Portland Trail Blazers,TOR,POR
Sun Feb 26 2017,Utah Jazz,102,Washington Wizards,92,Utah Jazz,Washington Wizards,UTA,WAS
Mon Feb 27 2017,Atlanta Hawks,114,Boston Celtics,98,Atlanta Hawks,Boston Celtics,ATL,BOS
Mon Feb 27 2017,Milwaukee Bucks,95,Cleveland Cavaliers,102,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL
Mon Feb 27 2017,Miami Heat,89,Dallas Mavericks,96,Dallas Mavericks,Miami Heat,DAL,MIA
Mon Feb 27 2017,Indiana Pacers,117,Houston Rockets,108,Indiana Pacers,Houston Rockets,IND,HOU
Mon Feb 27 2017,Toronto Raptors,92,New York Knicks,91,Toronto Raptors,New York Knicks,TOR,NYK
Mon Feb 27 2017,Golden State Warriors,119,Philadelphia 76ers,108,Golden State Warriors,Philadelphia 76ers,GSW,PHI
Mon Feb 27 2017,Minnesota Timberwolves,102,Sacramento Kings,88,Minnesota Timberwolves,Sacramento Kings,MIN,SAC
Tue Feb 28 2017,Denver Nuggets,125,Chicago Bulls,107,Denver Nuggets,Chicago Bulls,DEN,CHI
Tue Feb 28 2017,Portland Trail Blazers,113,Detroit Pistons,120,Detroit Pistons,Portland Trail Blazers,DET,POR
